date,quiniela,period,position,result
2014-12-11,nacional,primera,7,4841
2014-12-11,nacional,primera,8,0200
2014-12-11,nacional,primera,9,0205
2014-12-11,nacional,primera,10,6607
2014-12-11,nacional,primera,11,6647
2014-12-11,nacional,primera,12,3581
2014-12-11,nacional,primera,13,3280
2014-12-11,nacional,primera,14,3273
2014-12-11,nacional,primera,15,8851
2014-12-11,nacional,primera,16,5330
2014-12-11,nacional,primera,17,2743
2014-12-11,nacional,primera,18,3055
2014-12-11,nacional,primera,19,1212
2014-12-11,nacional,primera,20,8869
2014-12-11,nacional,primera,Letras,GWWZ 
2014-12-12,nacional,primera,1,6672
2014-12-12,nacional,primera,2,0707
2014-12-12,nacional,primera,3,0864
2014-12-12,nacional,primera,4,5378
2014-12-12,nacional,primera,5,2311
2014-12-12,nacional,primera,6,4221
2014-12-12,nacional,primera,7,0732
2014-12-12,nacional,primera,8,0761
